                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                  1.187,                 0.8154,                 1.1985,                0.89343,                 0.8286,                0.91455,                0.60322,                 1.1572,                0.75906,                 1.1702,              0.0026245,              0.0026245,              0.0026245
                    152,                 1.1831,                0.81274,                 1.1944,                0.89384,                0.82825,                0.91425,                0.60352,                 1.1569,                0.75793,                 1.1701,               0.002575,               0.002575,               0.002575
                    153,                 1.1892,                0.81466,                 1.1969,                 0.8937,                0.82802,                0.91432,                0.60348,                 1.1569,                0.75661,                 1.1701,              0.0025255,              0.0025255,              0.0025255
                    154,                 1.1852,                 0.8112,                 1.1993,                0.89446,                0.82778,                0.91451,                0.60354,                 1.1566,                0.75586,                   1.17,               0.002476,               0.002476,               0.002476
                    155,                 1.1881,                0.81213,                 1.1973,                0.89479,                0.82767,                0.91445,                0.60392,                 1.1568,                 0.7558,                 1.1697,              0.0024265,              0.0024265,              0.0024265
                    156,                 1.1829,                0.81109,                 1.1949,                0.89302,                0.82792,                0.91424,                  0.604,                 1.1564,                0.75489,                 1.1696,               0.002377,               0.002377,               0.002377
                    157,                 1.1853,                0.81278,                 1.1984,                0.89457,                0.82757,                0.91436,                0.60392,                 1.1563,                0.75411,                 1.1694,              0.0023275,              0.0023275,              0.0023275
                    158,                 1.1777,                0.80643,                 1.1941,                0.89582,                0.82663,                0.91449,                0.60407,                 1.1562,                0.75291,                 1.1692,               0.002278,               0.002278,               0.002278
                    159,                 1.1827,                0.80952,                 1.1949,                0.89392,                0.82708,                0.91437,                0.60389,                 1.1559,                0.75216,                  1.169,              0.0022285,              0.0022285,              0.0022285
                    160,                 1.1821,                0.80863,                 1.1956,                0.89491,                0.82664,                0.91448,                0.60397,                 1.1561,                0.75021,                  1.169,               0.002179,               0.002179,               0.002179
                    161,                 1.1842,                0.80769,                 1.1975,                0.89486,                0.82743,                0.91443,                0.60402,                 1.1562,                0.74849,                 1.1689,              0.0021295,              0.0021295,              0.0021295
                    162,                 1.1843,                0.80944,                 1.1948,                0.89548,                0.82664,                 0.9143,                0.60394,                 1.1563,                0.74801,                 1.1688,                0.00208,                0.00208,                0.00208
                    163,                 1.1809,                0.80568,                 1.1937,                0.89461,                0.82794,                0.91422,                0.60389,                 1.1566,                0.74702,                 1.1688,              0.0020305,              0.0020305,              0.0020305
                    164,                 1.1788,                0.80559,                 1.1974,                0.89378,                0.82814,                0.91416,                0.60395,                 1.1566,                0.74616,                 1.1688,               0.001981,               0.001981,               0.001981
                    165,                 1.1835,                0.80752,                 1.1959,                0.89416,                0.82798,                0.91418,                0.60369,                 1.1565,                0.74492,                 1.1685,              0.0019315,              0.0019315,              0.0019315
                    166,                 1.1795,                0.80492,                  1.192,                 0.8945,                0.82798,                0.91401,                0.60368,                 1.1564,                0.74384,                 1.1684,               0.001882,               0.001882,               0.001882
                    167,                 1.1823,                0.80434,                 1.1928,                0.89498,                0.82822,                0.91418,                0.60363,                 1.1564,                0.74327,                 1.1683,              0.0018325,              0.0018325,              0.0018325
                    168,                 1.1809,                0.80588,                 1.1962,                0.89489,                0.82814,                0.91425,                0.60346,                 1.1564,                0.74291,                 1.1683,               0.001783,               0.001783,               0.001783
                    169,                 1.1783,                 0.8062,                 1.1939,                0.89491,                0.82837,                0.91436,                0.60356,                 1.1565,                0.74168,                 1.1682,              0.0017335,              0.0017335,              0.0017335
                    170,                 1.1762,                0.80297,                 1.1936,                0.89531,                0.82917,                0.91473,                0.60358,                 1.1566,                0.74062,                 1.1679,               0.001684,               0.001684,               0.001684
                    171,                 1.1817,                0.80381,                  1.196,                0.89514,                0.82964,                0.91458,                0.60394,                 1.1568,                0.73908,                 1.1679,              0.0016345,              0.0016345,              0.0016345
                    172,                 1.1798,                0.80204,                 1.1918,                0.89391,                0.83074,                0.91477,                0.60395,                 1.1569,                0.73825,                 1.1678,               0.001585,               0.001585,               0.001585
                    173,                 1.1752,                0.79962,                 1.1914,                 0.8939,                0.83062,                0.91472,                0.60363,                 1.1569,                0.73781,                 1.1678,              0.0015355,              0.0015355,              0.0015355
                    174,                 1.1782,                0.79869,                 1.1927,                0.89411,                0.83072,                0.91503,                0.60411,                 1.1569,                0.73602,                 1.1676,               0.001486,               0.001486,               0.001486
                    175,                   1.18,                0.80104,                 1.1933,                0.89408,                0.83048,                0.91492,                0.60416,                 1.1567,                0.73518,                 1.1674,              0.0014365,              0.0014365,              0.0014365
                    176,                  1.177,                0.79676,                 1.1911,                0.89481,                0.82969,                0.91514,                 0.6041,                 1.1569,                0.73411,                 1.1673,               0.001387,               0.001387,               0.001387
                    177,                 1.1735,                0.79707,                 1.1918,                0.89416,                0.83099,                0.91522,                0.60389,                 1.1568,                0.73342,                 1.1672,              0.0013375,              0.0013375,              0.0013375
                    178,                  1.174,                0.79755,                 1.1917,                0.89373,                0.83017,                0.91504,                0.60399,                  1.157,                0.73253,                 1.1672,               0.001288,               0.001288,               0.001288
                    179,                 1.1738,                0.79765,                 1.1919,                0.89387,                 0.8304,                0.91526,                0.60417,                 1.1568,                0.73161,                  1.167,              0.0012385,              0.0012385,              0.0012385
                    180,                 1.1739,                0.79551,                 1.1885,                0.89434,                0.82989,                0.91518,                0.60406,                 1.1568,                 0.7312,                  1.167,               0.001189,               0.001189,               0.001189
                    181,                 1.1508,                0.75889,                 1.1692,                0.89521,                0.82923,                0.91527,                0.60406,                 1.1569,                0.72992,                 1.1669,              0.0011395,              0.0011395,              0.0011395
                    182,                 1.1462,                0.74926,                 1.1656,                0.89522,                0.82937,                0.91522,                0.60412,                 1.1567,                0.72844,                 1.1669,                0.00109,                0.00109,                0.00109
                    183,                 1.1437,                0.74759,                 1.1649,                0.89435,                0.83036,                0.91486,                0.60417,                 1.1569,                0.72699,                 1.1668,              0.0010405,              0.0010405,              0.0010405
                    184,                 1.1431,                 0.7424,                  1.163,                0.89457,                0.83057,                0.91503,                0.60416,                 1.1568,                0.72588,                 1.1667,               0.000991,               0.000991,               0.000991
                    185,                 1.1415,                0.74175,                 1.1626,                0.89348,                0.83107,                0.91486,                0.60425,                 1.1566,                 0.7244,                 1.1664,              0.0009415,              0.0009415,              0.0009415
                    186,                 1.1377,                0.74148,                 1.1624,                0.89329,                 0.8312,                0.91495,                0.60463,                 1.1564,                0.72279,                 1.1664,               0.000892,               0.000892,               0.000892
                    187,                 1.1394,                0.73786,                 1.1605,                0.89368,                0.83074,                0.91513,                0.60459,                 1.1563,                0.72151,                 1.1662,              0.0008425,              0.0008425,              0.0008425
                    188,                 1.1376,                0.73911,                 1.1604,                0.89449,                0.83025,                0.91531,                0.60491,                 1.1562,                0.72008,                  1.166,               0.000793,               0.000793,               0.000793
                    189,                 1.1369,                 0.7353,                 1.1606,                0.89402,                0.83025,                0.91537,                0.60491,                  1.156,                0.71879,                 1.1659,              0.0007435,              0.0007435,              0.0007435
                    190,                  1.138,                0.73622,                 1.1588,                0.89579,                0.82935,                0.91543,                0.60495,                 1.1562,                0.71789,                 1.1658,               0.000694,               0.000694,               0.000694
                    191,                 1.1339,                0.73498,                 1.1577,                0.89502,                0.82855,                0.91557,                0.60502,                 1.1563,                 0.7163,                 1.1658,              0.0006445,              0.0006445,              0.0006445
                    192,                 1.1345,                0.73319,                 1.1589,                0.89509,                0.82872,                0.91534,                0.60526,                  1.156,                 0.7156,                 1.1656,               0.000595,               0.000595,               0.000595
                    193,                 1.1319,                0.73374,                 1.1555,                0.89338,                0.83001,                0.91543,                0.60518,                 1.1557,                0.71505,                 1.1655,              0.0005455,              0.0005455,              0.0005455
                    194,                 1.1294,                0.72979,                 1.1541,                0.89394,                0.82989,                0.91526,                0.60509,                 1.1557,                0.71457,                 1.1655,               0.000496,               0.000496,               0.000496
                    195,                 1.1316,                0.72966,                 1.1559,                0.89393,                0.82989,                0.91509,                0.60493,                 1.1556,                0.71359,                 1.1655,              0.0004465,              0.0004465,              0.0004465
                    196,                 1.1298,                0.72846,                 1.1547,                0.89278,                0.83071,                0.91519,                0.60469,                 1.1553,                 0.7131,                 1.1653,               0.000397,               0.000397,               0.000397
                    197,                 1.1314,                0.72947,                 1.1562,                0.89427,                0.82894,                0.91534,                0.60488,                 1.1549,                0.71301,                 1.1651,              0.0003475,              0.0003475,              0.0003475
                    198,                 1.1311,                0.72574,                 1.1534,                0.89412,                0.82954,                0.91553,                0.60508,                 1.1548,                0.71221,                  1.165,               0.000298,               0.000298,               0.000298
                    199,                 1.1278,                0.72464,                 1.1539,                 0.8943,                0.82918,                0.91538,                0.60496,                 1.1546,                0.71218,                  1.165,              0.0002485,              0.0002485,              0.0002485
                    200,                 1.1296,                0.72517,                 1.1535,                 0.8949,                0.82954,                0.91546,                 0.6052,                 1.1544,                0.71136,                  1.165,               0.000199,               0.000199,               0.000199
