                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                 1.1743,                0.66501,                 1.1988,                0.89934,                0.83658,                0.92409,                0.61829,                 1.1541,                 0.5779,                  1.171,               0.004159,               0.004159,               0.004159
                     62,                  1.174,                0.66015,                 1.2003,                0.89764,                0.83783,                0.92391,                0.61898,                 1.1535,                0.57756,                 1.1709,                0.00406,                0.00406,                0.00406
                     63,                 1.1681,                0.65743,                 1.1978,                0.90044,                0.83546,                0.92387,                 0.6191,                  1.154,                0.57735,                 1.1709,               0.003961,               0.003961,               0.003961
                     64,                 1.1691,                0.65307,                 1.1947,                0.90035,                0.83571,                0.92374,                0.61927,                 1.1537,                 0.5769,                 1.1704,               0.003862,               0.003862,               0.003862
                     65,                 1.1693,                0.65583,                 1.1941,                0.89983,                0.83725,                0.92398,                0.61942,                  1.154,                0.57645,                 1.1706,               0.003763,               0.003763,               0.003763
                     66,                 1.1599,                0.65253,                 1.1887,                0.90267,                0.83552,                0.92407,                0.61968,                 1.1531,                0.57595,                 1.1704,               0.003664,               0.003664,               0.003664
                     67,                 1.1603,                0.65058,                 1.1891,                0.89988,                0.83763,                0.92413,                0.62002,                  1.153,                0.57524,                 1.1698,               0.003565,               0.003565,               0.003565
                     68,                   1.16,                0.65171,                 1.1902,                0.90044,                0.83517,                0.92387,                0.62005,                 1.1518,                0.57483,                 1.1688,               0.003466,               0.003466,               0.003466
                     69,                 1.1548,                0.64736,                 1.1861,                0.89988,                0.83658,                0.92423,                0.61961,                 1.1511,                0.57428,                 1.1683,               0.003367,               0.003367,               0.003367
                     70,                 1.1568,                0.64638,                 1.1852,                0.90149,                0.83572,                0.92423,                0.61983,                 1.1507,                  0.574,                  1.168,               0.003268,               0.003268,               0.003268
                     71,                 1.1542,                0.64626,                 1.1838,                0.90198,                0.83447,                0.92441,                0.62032,                 1.1504,                0.57341,                 1.1677,               0.003169,               0.003169,               0.003169
                     72,                 1.1529,                0.64415,                 1.1857,                0.89964,                0.83623,                0.92425,                0.61996,                 1.1507,                0.57322,                 1.1675,                0.00307,                0.00307,                0.00307
                     73,                 1.1528,                0.64113,                 1.1839,                0.90001,                0.83646,                0.92463,                0.62028,                 1.1504,                0.57276,                  1.167,               0.002971,               0.002971,               0.002971
                     74,                 1.1469,                0.64042,                 1.1804,                0.89909,                0.83634,                0.92459,                0.62005,                 1.1499,                0.57275,                 1.1665,               0.002872,               0.002872,               0.002872
                     75,                  1.145,                0.63875,                  1.179,                 0.8976,                0.83763,                0.92446,                0.62078,                 1.1494,                0.57227,                  1.166,               0.002773,               0.002773,               0.002773
                     76,                 1.1429,                0.63565,                  1.178,                0.89815,                 0.8388,                0.92499,                0.62084,                 1.1494,                0.57178,                  1.166,               0.002674,               0.002674,               0.002674
                     77,                 1.1421,                0.63476,                  1.177,                0.89775,                0.83927,                0.92506,                0.62056,                 1.1495,                0.57111,                 1.1659,               0.002575,               0.002575,               0.002575
                     78,                 1.1385,                0.63019,                 1.1752,                0.89843,                0.83927,                0.92501,                0.62045,                 1.1491,                0.57049,                 1.1657,               0.002476,               0.002476,               0.002476
                     79,                 1.1346,                0.62978,                 1.1743,                0.89747,                0.83998,                  0.925,                0.62071,                 1.1487,                0.56999,                 1.1655,               0.002377,               0.002377,               0.002377
                     80,                 1.1359,                0.62777,                 1.1732,                0.89901,                0.84014,                0.92536,                0.62063,                 1.1486,                0.56976,                 1.1654,               0.002278,               0.002278,               0.002278
                     81,                 1.1291,                 0.6239,                 1.1702,                0.89909,                0.83916,                0.92529,                0.62061,                 1.1487,                0.56923,                 1.1654,               0.002179,               0.002179,               0.002179
                     82,                 1.1338,                0.62582,                 1.1724,                0.89983,                0.83928,                0.92543,                0.62079,                 1.1488,                0.56906,                 1.1652,                0.00208,                0.00208,                0.00208
                     83,                 1.1293,                0.62351,                 1.1708,                0.89946,                0.83939,                0.92533,                0.62101,                 1.1487,                0.56877,                 1.1652,               0.001981,               0.001981,               0.001981
                     84,                 1.1251,                0.62079,                 1.1677,                0.90042,                0.83955,                0.92545,                0.62108,                 1.1485,                0.56843,                 1.1649,               0.001882,               0.001882,               0.001882
                     85,                 1.1231,                0.61906,                 1.1647,                0.90061,                0.83822,                0.92522,                 0.6214,                 1.1482,                0.56826,                 1.1647,               0.001783,               0.001783,               0.001783
                     86,                 1.1214,                0.61807,                 1.1678,                0.90077,                0.83752,                0.92536,                0.62147,                 1.1483,                0.56787,                 1.1647,               0.001684,               0.001684,               0.001684
                     87,                 1.1142,                0.61378,                 1.1609,                0.90266,                0.83705,                0.92554,                0.62167,                 1.1479,                0.56787,                 1.1644,               0.001585,               0.001585,               0.001585
                     88,                 1.1169,                0.61465,                 1.1611,                0.90081,                0.83798,                 0.9255,                0.62166,                 1.1478,                0.56756,                 1.1643,               0.001486,               0.001486,               0.001486
                     89,                 1.1109,                0.61157,                 1.1595,                0.90337,                0.83705,                0.92562,                 0.6217,                 1.1479,                 0.5672,                 1.1643,               0.001387,               0.001387,               0.001387
                     90,                 1.1109,                0.61131,                  1.161,                0.90228,                0.83787,                0.92576,                0.62186,                 1.1477,                0.56707,                 1.1641,               0.001288,               0.001288,               0.001288
                     91,                 1.0783,                 0.5596,                  1.129,                0.90259,                0.83751,                0.92556,                0.62175,                 1.1476,                0.56681,                  1.164,               0.001189,               0.001189,               0.001189
                     92,                 1.0673,                0.55152,                 1.1222,                0.90289,                0.83822,                0.92563,                0.62219,                 1.1474,                0.56639,                 1.1638,                0.00109,                0.00109,                0.00109
                     93,                 1.0608,                0.54902,                 1.1177,                0.90382,                0.83834,                0.92575,                0.62228,                 1.1473,                0.56608,                 1.1637,               0.000991,               0.000991,               0.000991
                     94,                 1.0589,                0.54503,                 1.1155,                0.90304,                0.83892,                0.92556,                0.62236,                 1.1472,                0.56572,                 1.1637,               0.000892,               0.000892,               0.000892
                     95,                 1.0503,                0.54102,                 1.1149,                0.90274,                0.83939,                0.92543,                0.62261,                 1.1472,                0.56546,                 1.1636,               0.000793,               0.000793,               0.000793
                     96,                 1.0485,                 0.5403,                 1.1119,                0.90293,                0.83904,                0.92545,                0.62275,                  1.147,                0.56525,                 1.1634,               0.000694,               0.000694,               0.000694
                     97,                 1.0467,                0.53938,                 1.1086,                0.90217,                0.83951,                 0.9256,                0.62257,                  1.147,                0.56505,                 1.1634,               0.000595,               0.000595,               0.000595
                     98,                 1.0437,                0.53664,                  1.108,                0.90195,                0.83974,                0.92563,                0.62311,                 1.1471,                0.56506,                 1.1634,               0.000496,               0.000496,               0.000496
                     99,                 1.0374,                0.53376,                 1.1053,                0.90098,                0.84033,                0.92562,                0.62354,                  1.147,                0.56476,                 1.1632,               0.000397,               0.000397,               0.000397
                    100,                 1.0379,                0.53278,                 1.1065,                0.90131,                0.84021,                0.92559,                0.62344,                 1.1468,                0.56447,                 1.1631,               0.000298,               0.000298,               0.000298
