                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                  1.245,                0.73085,                 1.2159,                0.88757,                 0.8218,                0.91221,                0.59726,                 1.1945,                0.61137,                 1.1796,               0.004852,               0.004852,               0.004852
                    107,                   1.24,                0.72775,                 1.2119,                0.88639,                0.82228,                0.91201,                0.59736,                 1.1945,                0.61162,                 1.1795,              0.0048025,              0.0048025,              0.0048025
                    108,                 1.2428,                0.72862,                 1.2146,                0.88765,                0.82251,                0.91222,                 0.5974,                 1.1945,                0.61147,                 1.1794,               0.004753,               0.004753,               0.004753
                    109,                 1.2355,                0.72292,                 1.2114,                0.88752,                0.82239,                0.91222,                0.59767,                 1.1943,                0.61126,                 1.1793,              0.0047035,              0.0047035,              0.0047035
                    110,                 1.2408,                0.72944,                 1.2148,                0.88833,                0.82263,                0.91218,                 0.5982,                 1.1943,                0.61102,                 1.1791,               0.004654,               0.004654,               0.004654
                    111,                 1.2394,                0.72571,                 1.2122,                0.88763,                0.82263,                 0.9123,                0.59831,                 1.1943,                0.61082,                  1.179,              0.0046045,              0.0046045,              0.0046045
                    112,                 1.2441,                0.73045,                 1.2137,                0.89117,                0.82052,                0.91263,                0.59817,                 1.1944,                0.61092,                 1.1789,               0.004555,               0.004555,               0.004555
                    113,                 1.2369,                0.72459,                  1.208,                0.89017,                0.82192,                0.91229,                0.59821,                 1.1946,                 0.6109,                 1.1788,              0.0045055,              0.0045055,              0.0045055
                    114,                 1.2413,                0.72575,                 1.2142,                 0.8906,                0.82169,                0.91225,                0.59809,                 1.1947,                  0.611,                 1.1787,               0.004456,               0.004456,               0.004456
                    115,                 1.2388,                 0.7239,                 1.2114,                0.89132,                 0.8211,                0.91249,                0.59834,                 1.1944,                0.61071,                 1.1785,              0.0044065,              0.0044065,              0.0044065
                    116,                 1.2417,                  0.727,                 1.2132,                0.89206,                0.82063,                0.91235,                0.59847,                 1.1944,                0.61059,                 1.1783,               0.004357,               0.004357,               0.004357
                    117,                 1.2361,                0.72445,                 1.2081,                0.89163,                0.82087,                 0.9127,                0.59855,                 1.1943,                0.61048,                 1.1781,              0.0043075,              0.0043075,              0.0043075
                    118,                 1.2357,                0.72406,                 1.2104,                0.89129,                 0.8211,                0.91286,                0.59868,                 1.1941,                0.61032,                 1.1781,               0.004258,               0.004258,               0.004258
                    119,                 1.2388,                0.72288,                 1.2112,                0.89078,                0.82181,                 0.9131,                0.59878,                 1.1938,                0.61039,                 1.1779,              0.0042085,              0.0042085,              0.0042085
                    120,                  1.235,                0.72085,                 1.2118,                0.89047,                0.82344,                0.91295,                0.59856,                 1.1939,                0.61027,                 1.1778,               0.004159,               0.004159,               0.004159
                    121,                 1.2317,                0.71983,                 1.2063,                0.88793,                0.82509,                0.91291,                0.59873,                 1.1938,                0.61034,                 1.1777,              0.0041095,              0.0041095,              0.0041095
                    122,                  1.235,                0.72079,                 1.2075,                0.89018,                0.82392,                0.91326,                0.59884,                 1.1939,                0.61049,                 1.1776,                0.00406,                0.00406,                0.00406
                    123,                 1.2376,                0.72427,                 1.2087,                0.89028,                 0.8238,                 0.9132,                0.59931,                 1.1935,                 0.6103,                 1.1772,              0.0040105,              0.0040105,              0.0040105
                    124,                 1.2298,                0.71871,                 1.2081,                0.88858,                0.82485,                0.91327,                 0.5997,                 1.1932,                0.61035,                  1.177,               0.003961,               0.003961,               0.003961
                    125,                 1.2348,                0.72081,                 1.2094,                0.88696,                0.82591,                0.91325,                0.59977,                 1.1931,                0.61025,                 1.1768,              0.0039115,              0.0039115,              0.0039115
                    126,                 1.2326,                0.71775,                 1.2052,                0.88799,                0.82527,                0.91324,                0.59993,                  1.193,                 0.6101,                 1.1767,               0.003862,               0.003862,               0.003862
                    127,                 1.2336,                0.72298,                 1.2076,                0.88697,                0.82603,                0.91328,                 0.6001,                 1.1931,                0.61038,                 1.1765,              0.0038125,              0.0038125,              0.0038125
                    128,                 1.2354,                 0.7189,                 1.2078,                0.88787,                0.82613,                0.91349,                0.60013,                  1.193,                0.61012,                 1.1763,               0.003763,               0.003763,               0.003763
                    129,                 1.2313,                 0.7203,                 1.2051,                0.88795,                0.82579,                0.91336,                0.60013,                 1.1929,                0.60995,                  1.176,              0.0037135,              0.0037135,              0.0037135
